,1,2,3,4,5
2020-12-14,0,0,0,0,0
2020-12-15,0,0,0,0,0
2020-12-16,0,0,0,0,0
2020-12-17,0,0,0,0,0
2020-12-18,0,0,0,0,0
2020-12-19,0,0,0,0,0
2020-12-20,0,0,0,0,0
2020-12-21,0,7,0,0,0
2020-12-22,0,14,0,0,0
2020-12-23,0,21,0,14,0
2020-12-24,0,21,0,21,0
2020-12-25,0,21,0,21,0
2020-12-26,0,21,0,21,0
2020-12-27,0,21,0,21,0
2020-12-28,0,21,0,21,0
2020-12-29,0,21,0,21,0
2020-12-30,0,21,0,21,0
2020-12-31,0,35,0,21,0
2021-01-01,0,35,0,21,0
2021-01-02,0,35,0,21,0
2021-01-03,0,35,0,21,0
2021-01-04,0,42,0,21,0
2021-01-05,0,42,14,21,7
2021-01-06,7,56,14,35,7
2021-01-07,182,231,420,273,231
2021-01-08,826,896,1274,1281,903
2021-01-09,1596,1918,2485,2394,1967
2021-01-10,2037,2191,2765,2912,2149
2021-01-11,2961,3199,3675,3808,3136
2021-01-12,3703,4445,4641,4865,4004
2021-01-13,4739,5656,6125,5950,5285
2021-01-14,6482,7147,7483,7637,6594
2021-01-15,8253,8813,9660,9478,8050
2021-01-16,9646,10388,10689,10647,8890
2021-01-17,10171,10668,11263,11228,9184
2021-01-18,10892,11466,12082,11942,10024
2021-01-19,11571,12488,12817,12698,10654
2021-01-20,12369,13482,13622,13454,11284
2021-01-21,13223,14616,14511,14315,12019
2021-01-22,14602,16030,15932,15743,13321
2021-01-23,15274,16758,16443,16366,13783
2021-01-24,15596,16982,16730,16646,13958
2021-01-25,15855,17255,16884,16863,14112
2021-01-26,16100,17514,17080,17059,14420
2021-01-27,16324,17843,17332,17332,14686
2021-01-28,16632,18151,17577,17654,14952
2021-01-29,16856,18438,17892,18074,15162
2021-01-30,17073,18592,18060,18186,15281
2021-01-31,17136,18634,18088,18249,15316
2021-02-01,17283,18795,18305,18417,15400
2021-02-02,17423,18963,18494,18606,15561
2021-02-03,17570,19131,18662,18788,15701
2021-02-04,17843,19411,18886,19075,15869
2021-02-05,18053,19803,19159,19348,16121
2021-02-06,18207,20006,19320,19460,16219
2021-02-07,18242,20048,19376,19509,16261
2021-02-08,18396,20265,19544,19656,16415
2021-02-09,18543,20447,19761,19950,16604
2021-02-10,18739,20769,19950,20230,16828
2021-02-11,18949,21077,20237,20482,16968
2021-02-12,19166,21364,20496,20706,17276
2021-02-13,19271,21469,20671,20811,17367
2021-02-14,19299,21490,20692,20832,17381
2021-02-15,19453,21693,20825,20979,17528
2021-02-16,19698,21903,20951,21070,17668
2021-02-17,19810,22022,21098,21175,17801
2021-02-18,19943,22204,21196,21322,17906
2021-02-19,20104,22344,21322,21448,17983
2021-02-20,20181,22400,21392,21504,18011
2021-02-21,20188,22407,21399,21511,18018
2021-02-22,20258,22491,21504,21630,18060
2021-02-23,20370,22596,21588,21742,18172
2021-02-24,20496,22652,21679,21812,18263
2021-02-25,20580,22778,21763,21917,18333
2021-02-26,20643,22855,21819,21959,18389
2021-02-27,20671,22890,21847,22001,18410
2021-02-28,20678,22897,21854,22008,18417
2021-03-01,20713,22939,21889,22036,18459
2021-03-02,20762,23002,21931,22092,18487
2021-03-03,20860,23093,22043,22134,18536
2021-03-04,20979,23170,22127,22204,18599
2021-03-05,21091,23289,22218,22302,18683
2021-03-06,21161,23345,22246,22351,18718
2021-03-07,21168,23359,22253,22365,18725
2021-03-08,21217,23422,22281,22421,18760
2021-03-09,21301,23478,22316,22463,18788
2021-03-10,21392,23541,22400,22505,18816
2021-03-11,21455,23618,22435,22540,18851
2021-03-12,21490,23667,22477,22568,18858
2021-03-13,21553,23702,22505,22603,18886
2021-03-14,21574,23709,22519,22610,18893
2021-03-15,21609,23758,22540,22624,18907
2021-03-16,21651,23814,22582,22673,18949
2021-03-17,21700,23863,22638,22708,18977
2021-03-18,21749,23947,22680,22743,19012
2021-03-19,21805,23982,22715,22771,19040
2021-03-20,21833,24010,22750,22813,19054
2021-03-21,21840,24017,22757,22820,19061
2021-03-22,21868,24045,22778,22855,19075
2021-03-23,21896,24066,22806,22883,19089
2021-03-24,21917,24080,22820,22897,19096
total,34629,35427,34755,34993,31143
