,F,M
2020-12-30,7,0
2020-12-31,14,0
2021-01-01,14,0
2021-01-02,28,7
2021-01-03,35,14
2021-01-04,49,14
2021-01-05,112,35
2021-01-06,182,91
2021-01-07,406,266
2021-01-08,595,413
2021-01-09,826,560
2021-01-10,994,679
2021-01-11,1127,791
2021-01-12,1155,805
2021-01-13,1169,819
2021-01-14,1176,826
2021-01-15,1183,826
2021-01-16,1190,833
2021-01-17,1190,833
2021-01-18,1190,833
2021-01-19,1197,840
2021-01-20,1197,847
2021-01-21,1204,847
2021-01-22,1204,854
2021-01-23,1204,854
2021-01-24,1204,854
2021-01-25,1204,854
2021-01-26,1204,854
2021-01-27,1204,854
2021-01-28,1211,861
2021-01-29,1218,868
2021-01-30,1239,889
2021-01-31,1260,910
2021-02-01,1267,910
2021-02-02,1274,924
2021-02-03,1281,924
2021-02-04,1281,931
2021-02-05,1288,938
2021-02-06,1288,945
2021-02-07,1295,945
2021-02-08,1295,945
2021-02-09,1309,952
2021-02-10,1358,994
2021-02-11,1386,1015
2021-02-12,1407,1043
2021-02-13,1428,1057
2021-02-14,1428,1064
2021-02-15,1435,1071
2021-02-16,1491,1141
2021-02-17,1526,1169
2021-02-18,1554,1190
2021-02-19,1589,1232
2021-02-20,1603,1246
2021-02-21,1603,1246
2021-02-22,1617,1260
2021-02-23,1666,1288
2021-02-24,1722,1330
2021-02-25,1778,1365
2021-02-26,1883,1477
2021-02-27,2002,1582
2021-02-28,2037,1603
2021-03-01,2072,1631
2021-03-02,2184,1729
2021-03-03,2401,1939
2021-03-04,2716,2233
2021-03-05,3143,2555
2021-03-06,3311,2695
2021-03-07,3318,2702
2021-03-08,3381,2758
2021-03-09,3507,2842
2021-03-10,3899,3178
total,459172,407379
