,,Vaccinated at 2021-03-20 (%),Vaccinated at 2021-03-20 (n),Population,Vaccinated at 2021-03-13 (%),Vaccinated in past week (%)
Overall,-,1.7%,80605,4688159,1.2%,0.5%
Sex,Female,2.0%,50533,2522296,1.4%,0.6%
Sex,Male,1.4%,30072,2165863,0.9%,0.5%
Ethnicity,White - British,1.6%,41601,2560943,1.1%,0.6%
Ethnicity,White - Irish,2.3%,658,28105,1.7%,0.6%
Ethnicity,White - Any other White background,1.7%,2534,146013,1.2%,0.5%
Ethnicity,Mixed - White and Black Caribbean,1.4%,161,11816,0.9%,0.5%
Ethnicity,Mixed - White and Black African,2.4%,294,12152,1.6%,0.8%
Ethnicity,Mixed - White and Asian,2.7%,210,7637,1.8%,0.9%
Ethnicity,Mixed - Any other mixed background,2.5%,385,15435,1.8%,0.7%
Ethnicity,Asian or Asian British - Indian,3.8%,4599,121863,2.9%,0.8%
Ethnicity,Asian or Asian British - Pakistani,1.3%,1309,97825,1.0%,0.4%
Ethnicity,Asian or Asian British - Bangladeshi,1.1%,560,49637,0.9%,0.3%
Ethnicity,Asian or Asian British - Any other Asian background,3.7%,2387,64449,2.7%,1.0%
Ethnicity,Black or Black British - Caribbean,1.2%,532,42861,0.8%,0.4%
Ethnicity,Black or Black British - African,1.8%,1897,103824,1.3%,0.6%
Ethnicity,Black or Black British - Any other Black background,1.7%,315,18858,1.2%,0.5%
Ethnicity,Other ethnic groups - Chinese,1.7%,231,13944,1.2%,0.5%
Ethnicity,Other ethnic groups - Any other ethnic group,2.3%,896,39130,1.7%,0.6%
Ethnicity,Patients with any other ethnicity code,1.7%,10836,620886,1.2%,0.6%
Ethnicity,Ethnicity not stated,1.7%,476,28469,1.2%,0.5%
Ethnicity,Ethnicity not recorded,1.5%,10640,704235,1.0%,0.5%
Ethnicity (broad categories),White,1.6%,44807,2735089,1.1%,0.6%
Ethnicity (broad categories),Mixed,2.3%,1064,47054,1.6%,0.7%
Ethnicity (broad categories),South Asian,2.7%,8876,333781,2.0%,0.7%
Ethnicity (broad categories),Black,1.7%,2751,165550,1.1%,0.5%
Ethnicity (broad categories),Other,2.1%,1127,53074,1.6%,0.5%
Ethnicity (broad categories),Unknown,1.6%,21966,1353590,1.1%,0.5%
Index of Multiple Deprivation,1 (most deprived),1.6%,16107,989009,1.1%,0.6%
Index of Multiple Deprivation,2,1.7%,16156,945434,1.2%,0.5%
Index of Multiple Deprivation,3,1.8%,16387,932799,1.2%,0.5%
Index of Multiple Deprivation,4,1.8%,15974,901880,1.2%,0.6%
Index of Multiple Deprivation,5 (least deprived),1.7%,15323,876400,1.2%,0.5%
Index of Multiple Deprivation,Unknown,1.5%,644,42623,1.2%,0.3%
Clinical Risk Groups,Patients in Any Clinical Risk Group,1.9%,56525,3007214,1.3%,0.6%
Clinical Risk Groups,Patients with Immunosuppression,2.9%,12789,434154,2.1%,0.8%
Clinical Risk Groups,Patients with CKD,2.1%,8547,411642,1.5%,0.6%
Clinical Risk Groups,Patients who have Chronic Respiratory Disease,1.7%,10304,589015,1.2%,0.6%
Clinical Risk Groups,Patients with Diabetes,1.8%,24563,1366274,1.2%,0.6%
Clinical Risk Groups,Patients with Chronic Liver disease,1.8%,3801,211974,1.2%,0.6%
Clinical Risk Groups,Patients with CNS Disease (including Stroke/TIA),1.6%,6461,412664,1.0%,0.6%
Clinical Risk Groups,Patients with Chronic heart disease,1.6%,15085,936194,1.1%,0.6%
Clinical Risk Groups,Patients with Asplenia or Dysfunction of the Spleen,2.3%,1904,82824,1.7%,0.6%
Clinical Risk Groups,Patients with Wider Learning Disability,1.0%,567,56182,0.5%,0.5%
Clinical Risk Groups,Patients with Severe Mental Health,1.1%,854,78127,0.7%,0.4%
Other Groups,Patients who are shielding (High Risk from COVID-19),2.3%,53466,2280565,1.7%,0.7%
Other Groups,Patients with Morbid Obesity,1.8%,6090,333473,1.3%,0.6%
Other Groups,Patients who are pregnant,0.6%,161,28350,0.4%,0.2%
